	SRR493366	SRR493367	SRR493368	SRR493369	SRR493370	SRR493371
AL121878.1	0	0	0	0	0.141286689974256	0
AL121882.1	0	0	0	0	0	0
AL121890.1	0	0	0	0	0	0
AL121900.2	0	2.9633674180405	0	4.58700982878713	0	0.957666228004771
AL121912.1	0	0	0	0	0	0
AL121916.1	0	0	0	0	0	0
AL121932.1	0	0	0	0	0	0
AL121936.2	0	0	0	0	0	0
AL121949.1	0	0	0	0	0	0
AL121949.2	0	0	0	0	0	0
AL121949.3	0	0	0	0.510214254999213	0	0
AL121952.1	0	0	0	0	0	0
AL121955.1	0	0	0	0	0	0
AL121956.3	0	0	0	0	0	0
AL121956.5	0	0	0	0	0	0
AL121977.1	0	0	0	0	0	0
AL121978.1	0	0	0	0	0	0
AL121985.2	0	0	0	0	0	0
AL121985.3	0	0	0	0	0	0
AL121994.1	0	0	0	0	0	0
AL122001.1	0	0	0	0	0	0
AL122003.1	0	0	0	0	0	0
AL122008.2	0	0.278921997471478	0	0	0	0
AL122013.1	0	0	0	0	0	0
AL122016.1	0	0	0	0.555676845543053	0	0
AL122018.1	0	0	0	0	0	0
AL122020.1	0.438893961925176	0.385387254066184	0.303447768584946	0	0.679633468359932	0
AL122126.1	0	0	0	0	0	0
AL122127.1	0	0	0	0	0	0
AL122127.2	0	0	0	0	0	0
AL132639.1	0	0	0	0	0	0
AL132640.1	0	0	0	0	0.217579143219139	0
AL132640.2	0	0.0731637562017231	0	0.0711560731804275	0	0
AL132640.3	0	0	0	0	0	0
AL132656.1	0.626919092708809	0	0.144748018102652	0	5.20518114629857e-06	0.248870712236427
AL132671.2	0	0	0	0.452239748797932	0	0
AL132765.1	0	0	0	0	0.25550381277148	0
AL132777.1	0	0	0	0.24437456032302	0	0.18886976928056
AL132780.3	3.32241951066869	1.45410971812293	0.801262471385629	2.43832113702292	2.41187107862342	0
AL132838.1	0	0.15009133077886	0.236631539706463	0	0.131621679768235	0
AL132838.2	0	0	0	0	0	0.584332253490087
AL132838.3	0	0.15009133077886	0.236631539706463	0	0.131621679768235	0
AL132838.4	0	0	0	0	0	0.584332253490087
AL132875.1	0	0	0	0	0	0
AL132994.1	0	0	0	0	0	0
AL132994.2	0	0	0	0	0	0
AL133153.1	0	0	0	0	0	0
AL133163.1	0	0	0	0	0	0.107710598873473
AL133173.1	0	0	0	0	0	0
AL133173.2	0	0	0	0	0	0
AL133216.2	0.541701819434409	0.331040342108576	0.35894498342902	0.221877083269213	0.261944721390316	0.256779972166201
AL133217.1	0	0	0	0	0	0
AL133241.1	0	0	0	0	0	0
AL133244.1	0	0	0	0	0	0
AL133247.2	0	0	0	0	0	0
AL133260.1	1.61995733875964	0.475325142452945	0	0.941959546726084	0.422161677741904	0
AL133264.1	0	0	0	0	0	0
AL133268.1	0	0	0	0	0.0856837616900601	0.0738492160302575
AL133270.1	0	0	0	0	0	0
AL133271.1	0.993668349841463	0	0	0.720979488701985	0	0
AL133325.1	0	0	0	0	0	0
AL133338.2	0	0	0	0	0	0
AL133351.3	0	0	0	0	0	0
AL133351.4	0	0	0	0	0	0
AL133352.1	0	0	0.48889514087151	0.993307395052353	1.15204342129467	0.172721078706879
AL133353.2	0.544771969615176	0.412414142762321	0.5736639562034	0.464747674732914	0.700556985892544	0.403998398405479
AL133368.1	0	0	0	0	0	0
AL133370.2	0	0	0	0	0	0
AL133372.1	0	0	0	0	0.16952831175432	0
AL133373.1	0	0	0	0	0	0
AL133373.4	0	0	0	0	0	0
AL133380.1	0	0	0	0.770333016393682	0	0
AL133384.1	0	0	0	0	0	0
AL133393.1	0	0	0	0	0	0
AL133396.1	0	0	0	0	0	0
AL133399.1	0	0	0	0	0	0
AL133406.1	0	0.38711324033878	0	0	0.168935883947662	0
AL133410.3	0	0	0	0	0	0
AL133412.1	0	0	0	0	0	0
AL133445.1	0	0	0	0	0	0
AL133461.1	1.13715331953663	9.0803747740438	0.864266721294824	0	1.87261246474192	0.931674511490154
AL133466.1	0	0	0	0	0	0
AL133477.1	0	0.328206658390093	0	0	0	0
AL133481.2	0	0	0.438679757386654	0	0	0
AL133500.1	0	0.763203809413437	0.0218782570644066	0	2.26207159712033e-05	0
AL133517.1	0.660328859122264	1.15933371283433	0.305789322952897	2.07911797005913	2.5296183006663	1.45758229162581
AL133547.1	0	0	0	0	0	0
AL135786.1	0	0	0	0	0	0
AL135790.2	0	0	0	0	0	0
AL135901.1	0	0	0	0	0	0
AL135903.1	0	0	0	0	0	0
AL135905.2	36.3913679288139	39.632121269132	39.2315356712619	89.3205644501529	92.7552389908373	94.0775588864644
AL135924.1	0	0.4384513603377	0	0	0	0
AL135929.1	0	0	0	0	0	0
AL135929.2	0	0	0	0	0	0
AL135938.1	0	0	0	0	0	0
AL135978.1	0.116615707749464	0	0	0	0	0
AL136038.1	0	0	0	0	0	0
AL136038.4	0.23344019700128	0.102444516839878	0.162542593946734	0	0.0890024682297683	0.307608636106263
AL136084.1	0	0	0	0	0	0
AL136087.1	0	0	0	0	0	0
AL136097.1	0	0	0	0	0	0
AL136097.3	0	0	0	0	0	0
AL136100.1	0	0	0	0	0	0
AL136116.1	0	0	0	0.519792647196827	0	0
AL136116.2	0	0	0	0	0	0
AL136116.3	1.05578306618077	0.923593920466178	1.00709991886012	0.78944694143464	0.401466566071698	0.345946377441981
AL136126.1	0.544344908967686	0	0	0.474102245388993	0	0
AL136131.1	0	0	0	0	0	0
AL136139.1	0	0	0	0	0	0
AL136146.1	0	0	0	0	0	0
AL136226.1	0	0	0	0	0	0
AL136228.1	0	0	0	0	0	0
AL136231.1	0	0	0	0	0	0
AL136295.1	0.349583335246354	2.6494077446465	4.44075949245206	6.47837811894358	9.88354644600546	4.3019171403842
AL136295.10	0.220097318260645	0.165015284879461	0.161574784170129	0.450021860222521	0.342771246833757	0.320532631500853
AL136295.12	0.190360090164668	0	0	0.157101172470829	0	0.215146017786451
AL136295.15	0.349583335246354	2.6494077446465	4.44075949245206	6.47837811894358	9.88354644600546	4.3019171403842
AL136295.3	0	0	0	0	0	0
AL136295.4	0.190360090164668	0	0	0.157101172470829	0	0.215146017786451
AL136295.5	0.220097318260645	0.165015284879461	0.161574784170129	0.450021860222521	0.342771246833757	0.320532631500853
AL136295.9	0	0	0	0	0	0
AL136298.2	0	0	0	0.0776824075691179	0	0
AL136298.3	0	0	0	0	0.578691544900444	0
AL136309.1	0	0	0	0	0	0
AL136310.1	0	0.230676904935344	0.182339467549729	0	0.201693035529894	0
AL136317.1	0	0	0	0	0	0
AL136317.3	0.0066106426697307	0	0	0	0	0
AL136360.1	0	0.064625529481989	0	0	0	0.0481969362722877
AL136363.1	0	0	0	0	0	0
AL136363.2	0	0	0	0	0	0
AL136372.1	0	0	0	0	0	0
AL136373.1	0	0	0	0	0	0
AL136380.1	0	0	2.9227223517076	3.78774864607371	0	5.09205127680213
AL136452.1	0	0	0	0.408295506646424	0.364627838185516	0
AL136454.1	0	0.378372746975508	0.296994592980384	0.372992737407745	0.333055331424094	0
AL136455.1	0	0	0	0	0	0
AL136520.1	0	0	0	0	0	0
AL136531.2	0	0	0.0920511179956461	0.292416708780987	0.100360292791183	0.0970332869554294
AL136968.1	0	0.143979782217551	0	0	0.376051170959694	0
AL136968.2	0	0.595557269539819	0	0	0	0
AL136981.1	0	0	0	0	0.336982268485954	0.185893768952105
AL136981.2	0.225562274643454	0.420851627487509	0.78945505697639	2.51861475762991	0.518587192100212	2.10066873381945
AL136982.4	0.0893914641297482	0	0.225254408286895	0.300205326398351	0.0682058624005484	0.231687930287795
AL136982.5	0	0	0	0	0	0
AL137000.1	0	0	0	0	0	0
AL137013.1	0.120356774546757	0	0.0837964313531034	0.310344564279853	0.460737818901825	0.0809526957760413
AL137014.1	0	0	0	0	0	0
AL137022.1	0	0	0	0	0	0
AL137028.1	0.659947527685424	0.289729881146332	0.671839937087299	0.476651186717794	1.38077719528136	0.464704055089517
AL137028.2	0	0	0	0	0	0
AL137058.1	0	0	0.0546651170899048	0	0.199765884569987	0.0920529750817298
AL137072.1	0	0	0	0	0	0
AL137074.1	0	0	0	0	0	0
AL137077.1	0	0	0	0	0	0
AL137100.1	0	0	0	0	0	0
AL137100.2	0	0	0	0	0	0
AL137159.1	0	0	0.258616663909098	0	0	0
AL137161.1	1.71740967927654	0.50235885948914	0.394799371571223	0.997461232330249	0.445706930831581	1.16736027722716
AL137190.1	0	0	0	0	0	0
AL137222.1	0	0	0	0	0	0
AL137779.3	0	0	0	0	0	0
AL137784.1	2.6550688517547	2.7195953968245	1.22949376714574	2.85052427091672	4.06867948210368	2.34462600885718
AL137790.1	0	0	0	0	0	0
AL137792.1	0	0	0	0	0	0
AL137792.2	0	0	0	0	0	0
AL137798.3	6.35153526594547	5.03673866029696	0	6.67672182179881	1.29196240436705	1.13140268699561
AL137803.1	0.200072767839216	0.674232896783157	0.695204061919919	0.254690544591866	0.308785122985937	0
AL137843.1	0	0	0	0	0	0
AL137845.1	0	4.764360838753e-08	0.0942871887040649	0.205467445480138	0.207429098513763	0
AL137845.2	0	0	0	0	0	0
AL137847.3	0	0	0	0	0	0
AL137849.1	0	0	0	0	0	0
AL138479.1	0	0.35537245550928	0.280448804650218	0.35261696413489	0	0.272467643679085
AL138686.2	0	0	0	0	0	0
AL138693.1	0	0	0	0	0	0
AL138709.1	0	0	0.0582805751343722	0	0.127357988278669	0.0547858956911272
AL138721.1	0	0	2.19258378267225	0	0	0
AL138725.1	0	0	0.0777334537201529	0	0	0
AL138726.1	0	0	0	0	0	0
AL138729.1	0	0	0	0	0	0
AL138752.1	0	0	0	0.61313233582355	0	0.470677093573063
AL138752.2	0	0.109322361815654	0.282559711140849	0.108057602210445	0	0
AL138785.1	0	0	0	0	0	0
AL138787.1	0	0	0	0	0	0
AL138799.1	0	0	0	0	0	0
AL138799.3	0	0	0	0	0	0
AL138807.1	0	0	0	0	0	0
AL138825.1	0	0	0	0	0	0
AL138827.1	0	0	0	0	0	0
AL138828.2	0	0	0	0	0	0
AL138847.1	0.33781066323764	0	0.2340452637035	0	0	0
AL138878.1	0	0	0	0	0	0
AL138878.2	0	0	0	0	0	0
AL138880.1	0	0	0	0	0.20687166026793	0
AL138880.2	0	0	0	0	0	0
AL138885.1	0	0	0	0	0	0
AL138889.2	0	0	0	0	0	0
AL138895.2	0	0	0	0	0	0
AL138899.2	0.385746899958464	0.506134733398638	0	0	0	0
AL138963.2	0	0	0	0	0	0
AL138966.1	0	0	0	0	0	0
AL138976.1	0	0	0.24034156458491	0.299649019042074	0	0
AL139008.1	0	1.49365950932538	1.17194930679204	0	0	1.19335346527193
AL139010.1	0	0	0	0	0	0
AL139011.2	1.2303468954572e-05	3.77721419654767	6.00992578962763	7.05906371536442	4.94786930706563	6.89381686228527
AL139039.1	0	0	0	0	0	0
AL139039.2	0.205255190692233	0	0.141955678308029	0	0	0
AL139039.5	0.205255190692233	0	0.141955678308029	0	0	0
AL139039.6	0	0	0	0	0	0
AL139082.2	1.75095023684073	3.23515807110656	1.91131412969118	0	3.76440779381236	0.782924524985996
AL139093.1	0	0	0	0	0	0
AL139094.1	0.250161225681423	0	0.174151609239823	0.106959700705325	0	0.0822015333698944
AL139095.1	0	0	0	0	0	0
AL139095.2	0	0.199961283686434	0	0	0	0
AL139095.3	0	0	0	0	0	0
AL139098.1	0	0	0	0	0	0
AL139098.2	0	0	0	0	0	0
AL139099.3	0	0	0	0	0	0
AL139100.1	0	0	0	0	0	0
AL139109.1	0	0	0	0	0	0
AL139128.1	0	0.14491237747654	0	0	0.126168265674385	0.108841175334616
AL139132.1	0	0	0	0.626365884208244	0	0
AL139135.1	0	0	0	0	0	0
AL139135.2	0	0	0	0	0	0
AL139142.2	0	0	0	0	0	0
AL139148.1	0	0	0	0	0	0
AL139156.1	0	0.166478943415042	0	0	0	0
AL139156.2	0.735001555161279	0	0.505349876515916	0.64019506216475	1.16326166134417	0
AL139156.3	0	0	0	0	0	0
AL139158.1	0	0	0	0	0	0
AL139174.1	0	0	0	0	0	0
AL139184.1	0.198824544045218	0	0	0.170572777635901	0	0
AL139220.1	1.08820235670301	0.989448360176335	1.00843765707774	1.56692825717808	1.26754162048944	0.734644896539913
AL139247.1	0	0	2.53051563000572	0	0	0
AL139260.3	3.93818455721827	4.45678989518271	0	3.09221088786815	1.98082129988546	3.21258447359516
AL139274.1	0	0	0	0	0	0
AL139276.1	0	0	0	0	0	0.100898149702534
AL139281.1	0	0	0	0	0	0
AL139286.1	0	0	0	0	0	0
AL139300.1	27.3885493041797	26.258863846787	23.7682899661689	20.3741117965526	14.3584363987229	17.9112739634688
AL139317.2	0	0	0	0	0	0
AL139317.4	0.862565907115833	0.189298530240737	0.599225663761504	0.185137376701902	0.165183787663255	0.142739092868691
AL139327.1	0	0	0	0	0	0
AL139327.3	0	0	0	0	0	0
AL139327.4	0	0	0	0	0	0
AL139344.1	2.51759989926874	0	0	2.13841464428536	0	0
AL139353.1	1.29447844951237	1.77787316367314	0.787989534480799	1.10544756549975	2.05508547784352	0.669476543050281
AL139353.3	0	0	0	0	0	0
AL139395.1	0	0	0	0	0	0
AL139396.1	0	3.35319726516911	2.67058256978013	0	6.12631952206691	5.35545407255879
AL139397.2	0	0	0	0	0	0
AL139400.1	0	0.328410915668774	0	0	0	0
AL139413.1	0	0	0	0	0	0
AL139415.1	0	0	0	0	0	0
AL139415.2	0	0	2.85731677534367	0	0	0
AL139418.1	0	0	0	0	0	0
AL139421.1	0	0	0	0	0	0
AL139805.1	0	0	0.0785146869193197	0	0	0
AL139806.1	0	0	0	0	0	0
AL139811.1	0	0.210076906228226	0.0417234616094137	0.102212689074529	0.0910268128323311	0.117379833629646
AL139811.2	0	0	0	0	0	0
AL139824.2	0	0	0	0	0	0
AL157366.1	0	0	0	0	0	0
AL157384.1	0	0	0.0386790043239215	0	0	0
AL157385.1	0	0	0	0	0	0
AL157392.5	4.21433843844769	4.1369765741805	4.16822215850156	5.26372582526581	5.67405764149478	5.18838477944329
AL157398.1	0	0	0	0	0	0
AL157400.5	1.17922183543615	1.96411620103998	2.583443668818	1.9158958561736	1.86115844455187	2.50987084375677
AL157407.1	0	0	0	0	0	0
AL157687.1	0	0	0	0	0	0
AL157698.1	0	0	0	0	0	0
AL157702.1	0	0	0	0	0	0
AL157712.2	0	0	0	0	0	0.0452481818586882
AL157713.1	0	0	0	0	0	0
AL157714.1	0	0	0	0	0	0
AL157777.1	0	0	0	0	0.744039966110953	0
AL157777.2	0	0	0	0	0	0
AL157791.1	0	0.0773208437196119	0	0.142218800796102	0.0634283416079349	0
AL157791.2	0.411836625902518	0	0	0	0.31831609341188	0
AL157823.1	0	0	0	0	0	0
AL157827.1	0	0	0	0	0	0
AL157831.1	0	0	0	0	0	0
AL157834.3	0	0	0	0	0	0
AL157871.3	0	0	0	0	0	0
AL157884.1	0	0	0	0	0	0.300632955855575
AL157884.3	0	0	0	0	0	0
AL157893.1	0.965426301546441	3.16674667902738	0	2.11489856706724	0.722056010972097	3.36274397676177
AL157899.1	0	0	0	0	0	0
AL157935.2	11.0434078463565	5.57468308091001	7.87569765252741	5.4597756352655	7.15070807468663	9.70084684249194
AL157938.1	0	0	0	0	0.256044408589126	0
AL158032.1	0	0	0	0	0	0
AL158032.2	0	0	0	0	0	0
AL158047.1	0	0	0	0	0	0.240489624923702
AL158050.1	0	0	0	0	0	0
AL158050.2	0	0	0	0	0	0
AL158053.1	0	0	0	0	0	0
AL158062.1	0	0	0	0	0	0
AL158066.2	0	0	2.43501450544233	0	0	0
AL158068.1	0.285029860692039	0	0	0.245456651918365	0	0.189733732560593
AL158069.2	0	0	0	3.72247682913598	0	0
AL158071.1	0	0	0	0	0	0
AL158073.1	0	0	0	0	0	0
AL158077.1	0	0	0	0	0	0
AL158156.1	0	0.367377284418236	0	0.362350180019843	0.323643761167645	0
AL158201.1	0.118257780334175	0.20778124571734	0	0	0.09008046463846	0
AL158207.1	0	0	0	0	0	0
AL158209.2	0	0	0	0	0	0
AL158214.1	0	0	0	0	0	0
AL158801.1	0	0	0	0	0	0
AL158801.4	0	0	0	0	0	0.295427929054278
AL158801.5	0	0	0	0	0	0
AL158819.1	0	0	0	0	0	0
AL158823.1	0	0	0	0	0.322757554118535	0
AL158824.1	0	0	0	0	0	0.305024523808847
AL158825.1	0	0	0	0	0	0
AL158827.1	0	0	0	0	0	0
AL158844.1	30.9226417667023	13.4802564996372	21.9159665822635	28.4110318812431	16.1432954325499	25.0082282006315
AL159163.1	0	0	0	0	0	0
AL159169.1	0	0	0	0	0	0
AL159987.1	0	0	0	0	0	0
AL159987.2	0	0	0	0	0	0
AL160004.2	0	0	0	0	0	0
AL160175.1	0	0	0	0	0	0
AL160191.2	0	0	0	0	0	0
AL160191.3	0	0	0.0436897108930797	0	0	0
AL160236.1	3.07699369954155	0	0	0	0	0
AL160237.2	0	0	0	0	0	0
AL160237.3	0	0	0	0	0	0
AL160237.4	0	0	0	0	0	0
AL160237.6	0	0	0	0	0	0
AL160269.1	0	0	0	0	0	0
AL160270.2	0	0	0	0	0	0
AL160272.2	0	0.173540147199908	0	0	0.26383940733164	0
AL160275.1	0	0	0	0	0	0
AL160275.2	0	0	0	0	0	0
AL160279.1	0	0	0	0	0	0
AL160281.1	0	0	0	0	0	0
AL160286.1	0	0	0	0	0	0
AL160287.1	0	0	0	0.386726120741903	0.48341058242076	0
AL160290.3	0	0	0	0	0	0
AL160314.1	0	0	0	0	0	0
AL160314.3	0	0	0	0	0	0
AL161418.1	0	0	0	0	0	0
AL161420.1	0	0	0	0	0	0
AL161423.1	0	0	0	0	0	0
AL161447.1	0	0	0	0	0	0
AL161449.1	0	0	0	0	0	0
AL161454.1	0	0	0	0	0	0
AL161616.1	0	0	0	0	0	0
AL161629.2	0	0	0	0	0	0
AL161631.1	0	0	0	0	0	0
AL161631.2	0	0	0	0	0	0
AL161636.2	0	0	0	0	0.128516152602188	0
AL161637.1	0	0	0	0	0	0
AL161651.1	0	0	0	0	0	0
AL161669.2	0	0	0	0	0	0
AL161670.1	0	0	0	0	0	0
AL161670.2	0	0.0560719953106727	0	0	0	0
AL161670.3	0	0.0560719953106727	0	0	0	0
AL161670.4	0	0	0	0	0	0
AL161672.1	0	0	0	0	0.150291197064917	0
AL161713.1	0	0	0	0	0	0
AL161722.1	0	0	0	0	0	0
AL161722.2	0	0	0	0	0	0
AL161722.3	0	0	0	0	0	0
AL161727.1	0	0	0	0	0	0
AL161742.1	0	0	0	0.264601146621893	0	0
AL161747.1	0	0	0	0.501082658900397	0	0
AL161756.2	0	0	0	0	0	0
AL161757.1	0	0	0	0	0	0
AL161781.1	0	0	0	0	0	0
AL161787.1	0	0	0	0	0	0
AL161788.1	0	0	0	0	0	0
AL161798.1	0	0	0	0	0	0
AL161909.1	0	0	0.163136251324278	0	0.18036595235719	0
AL161911.1	1.24829547508925	2.19207207028498	0.860653057744039	0	0.487257469060255	1.2761944872517
AL161912.3	0	0	0	0	0	0
AL161931.1	0	0	0	0	2.26231503969717	0
AL161932.1	0	0	0	0	0	0
AL161932.2	0	0.219367676792415	0	0	0	0
AL161935.2	0	0	0	0	0	0
AL162151.2	0	0	0	0	0	0
AL162231.1	5.15506795238327	7.77921378732274	6.72279978488962	11.2251280889139	6.63012815336892	8.03845941188343
AL162231.3	0	0	0	0.325659717575502	0	0.282501984578513
AL162233.1	0	0	0	0	0	0
AL162311.2	0	0.208720992110359	0	0	0	0
AL162373.1	0	0	0	0	0	0
AL162377.3	0	0	0	0	0	0
AL162386.1	0	0	0	0	0	0
AL162388.1	0	0	0	0	0	0
AL162389.1	0	0	0	0	0	0
AL162393.1	0	0	0	0	0	0
AL162395.1	0	0	0	0	0	0
AL162417.1	9.10145966445729e-10	0	0	0	0	0.435420083348685
AL162430.1	0	0.321014592577291	0	0	0.279924262271516	0.241183051763693
AL162431.3	0	0.303835546689244	0	0	0	0.231502321558106
AL162431.4	0	0	0	0.455702956208784	0	0
AL162578.1	0	0	0	0	0	0
AL162588.1	0	0	0	0	0	0
AL162591.1	0	0	0	0	0	0
AL162596.1	0	0	0	0	0	0
AL162615.1	0	0.0753824373228007	0.119696404525343	0.146643380408813	0.0654762001322563	0.112544914696877
AL162632.2	0	0	0	0	0	0
AL162725.1	0	0	0	0	0	0
AL162726.2	0	0	0	0	0	0
AL162726.3	0	1.01776555698274	0.183467101068073	0.227454961911648	0.405926463522315	0.459577763926477
AL162730.1	0	0	0	0	0	0
AL162739.1	0	0	0	0	0	0
AL163153.1	0	0	0	0	0	0
AL163193.1	0	0.180734794677546	0	0.176688757127818	0	0.136191548528213
AL163195.1	0	0	0	0	0	0
AL163195.3	0	0	0	0	0	0
AL163540.1	0	0	0	0	0	0
AL163636.2	0.092074984499539	3.23354502854239	0.553321094023376	2.38216946563226	3.04613082771896	2.81205791822421
AL163642.1	0	0	0	0	0	0
AL163642.2	0	0	0	0	0	0
AL163973.1	0	0	0	0	0	0
AL352979.1	0	0	0	0	0	0
AL352979.3	0	1.23608734023756	0	0	0	0
AL352984.2	0	0	0	0	0	0
AL353072.1	0	0	0	0	0	0
AL353093.1	0	0	0	0	0	0
AL353132.1	0	0	0	0	0	0
AL353133.1	0	0	0	0	0	0
AL353133.2	0	0	0	0	0	0
AL353149.1	0	0	0	0	0	0
AL353151.1	0	0	0	0	0	0
AL353193.1	0	0	0	0	0	0
AL353572.1	0	0	0	0	0	0
AL353572.2	0	0	0.15480227879695	0	0	0
AL353572.3	0	0	0	0	0	0
AL353588.1	0.0537189817045393	0.114455527094489	0	0.0378980093775401	0	0.0315829387207072
AL353597.2	0	0	0	0	0	0
AL353616.1	0	0	0	0	0	0
AL353621.1	0	0	0	0	1.16449675225904	0
AL353621.2	0	0	0	0	0	0
AL353625.1	0.733608175613324	1.01035711754263	0.878513521201549	1.91290299950371	1.95714824309062	1.85948759502558
AL353626.2	0	0	0	0	0	0
AL353626.3	0	0	0	0	0	0
AL353637.1	0	0	0	0	0	0
AL353662.1	0	0	0	0	0	0
AL353662.2	0	0	0.743706616457971	0.230459479823574	0.205715921387525	0
AL353662.3	0	0	1.07999611879941	1.4144133985878	1.23277691365575	0
AL353678.1	0	0.19558718037715	0	0.191371336767598	0.170765925450647	0
AL353684.1	0	0	0	0	0	0
AL353689.1	0	0	0	0	0	0
AL353691.1	0	0	0	0	0	0
AL353691.2	0	0	0	0	0	0
AL353692.1	0	0	0	0.186731812827285	0	0
AL353692.2	0	0	0	0	0	0
AL353705.1	0	0	0	0	0	0
AL353705.2	0	0	0	0	0	0
AL353705.3	0	0	0	0	0	0
AL353705.4	0	0	0	0	0	0
AL353706.1	0	0	0	0	0	0
AL353718.1	0	0	0	0	0	0
AL353726.1	0	0	0	0	0	0
AL353729.1	0	0.100016824743895	0	0	0	0
AL353729.2	0	0	0	0	0.0901177004913093	0.197400723814949
AL353743.1	0.55765359921324	0.586460776936356	0.443602961986528	0.784261058437909	0.56721768870625	0.816632628467681
AL353743.3	0	0	0	0	0	0
AL353743.4	0	0	0	0	0	0
AL353747.1	0	0	0	0	0	0
AL353748.1	0	0	0	0	0	0
AL353748.2	0	0.739337360281909	0.873952063878757	0	0.651650199343378	0.566806907337044
AL353752.1	0	1.10389039331656	0	0	0	0
AL353754.1	0	0	0	0	0	0.499660107220175
AL353765.1	0	0	0	0	0	0
AL353770.1	0	0	0	0	0	0
AL353770.2	0	0	0	0	0	0
AL353778.1	0	0	0	0	0	0
AL353795.1	0	0	0	0	0	0
AL353803.3	0	0	0	0	0	0
AL353807.1	0	0	0	0	0	0
AL353807.3	0.693501505438073	0.99282999409949	0.711817762575054	0.457258918821133	0.681519189578206	0.462128823760847
AL353807.4	0	1.13166495272353	0.88665758843884	0	1.02459312399345	3.59294782354771
AL353813.1	6.96098545812524	6.86786316750214	3.45547786423499	3.19099902282756	6.45654913515536	15.9967402622127
AL353898.1	0	0	0	0	0	0
AL353898.2	0	0	1.31902755679799	0.435192917280997	0	0
AL353996.1	0	0	0	0	0	0
AL353997.1	0	0	0	0	0	0
AL353997.3	0	0	0	0	0	0
AL353997.4	0	0	0	0	0	0
AL353997.5	0	0	0	0	0	0
AL353997.6	0	0	0	0	0	0
AL353997.7	0	0	0	0	0	0
AL353997.8	0	0	0	0	0	0
AL353997.9	0	0	0	0	0	0
AL354676.1	0	0	0	0	0	0
AL354685.1	0	0	0	0	0	0
AL354685.2	0	0	0	0	0	0
AL354692.1	0	0	0	0	0	0
AL354695.1	0	0	0	0	0	0
AL354702.1	0.142813939965252	0	0.199090757298899	0	0	0.0467300915706461
AL354707.3	0	0	0	0	0	0
AL354710.1	0	0	0	0	0	0
AL354714.2	0	0.252645042317122	0.0996994049556887	0	0.217321198077118	0.279763906024741
AL354714.4	0	0	0	0	0	0
AL354718.1	4.61000202283866	4.04590144789274	4.01463652735609	4.22283847726736	7.27302458134268	5.95884753445562
AL354718.3	0	0	0	0	0	0
AL354719.1	0	0	0	0	0	0
AL354751.1	0.0752445784474819	0.198111374303795	0.104885137943219	0.513624099280685	0.400869211403613	0.591069502848442
AL354751.2	2.090785334661	3.65056404417033	2.84049945210927	3.73637032530027	3.33284487025633	5.83747975836305
AL354751.3	0	0	0	0	0	0
AL354761.1	0	0	0	0	0	0
AL354766.1	0	0	0	0	0	0
AL354794.2	0	0	0.0822476613866011	0	0	0
AL354798.1	0	0	0	0	0	0
AL354822.1	0.178402694958603	0.158088078429331	0.0933701013203092	0.131479346399595	0.309008501642061	0.351316904051826
AL354854.1	0	0	0	0	0	0
AL354855.1	0.263300113013657	0	0.365427604138859	0	0	0
AL354861.1	0	0	0	0	0	0
AL354868.1	0	0	0	0	0	0
AL354872.1	0	0	0	0	0	0
AL354877.1	0	0	0	0.451903840022845	0	0
AL354890.1	1.41536786797012	0	0	0	0	0
AL354893.1	2.10058074347707	0	0.482281698962285	0.612829719805282	0	0.478190784927945
AL354941.1	0	0	0	0	0.333594978143283	0
AL354943.1	0	0	0	0	0	0
AL354976.1	0	0	0	0	0	0
AL354980.1	0	0	0	0	0	0
AL354983.1	0.173239665806526	0	0	0.148394101541352	0.132359124454253	0
AL354984.3	0	0	0	0	0	0
AL354989.2	0	0	0	0	0	0
AL355032.1	0	0	0.327222742434612	0.409927290982724	0	0
AL355075.5	0	0	0	0	0	0
AL355076.1	0	0	0	0	0	0
AL355076.3	0	0	0	0.262677784656212	0	0
AL355102.2	13.7995148232954	11.6387418129235	6.2727877944612	16.9782983496438	20.5587290573597	11.9130462598486
AL355143.1	0	0	0	0	0	0
AL355149.1	0	0	0	0	0	0
AL355297.1	0	0	0	0	0	0
AL355298.1	0	0	0	0	0	0
AL355306.1	0	0	0	0	0	0
AL355309.1	0	0	0	0	0	0
AL355312.1	0.0635107146950813	0	0.044276557534328	0.108326276665713	0	0.0415363146382661
AL355312.5	0.510645408941086	0.512369638689317	0.425819255478631	0.42626095046732	0.216612568126477	0.375067102110061
AL355315.1	0	0	0	0	0	0
AL355333.1	0	0	0	0	0	0
AL355334.1	0	0	0	0	0	0
AL355355.1	0.411060352236035	1.094396318334	0.426148449206428	1.22867814711692	0.474055530503843	0.135082922680136
AL355355.2	0.739583363438779	1.29693946156028	2.03689711870739	1.94235088007925	1.73587830808716	0.50520474498923
AL355357.1	0	0	0	0	0	0
AL355365.1	0	0.850471233696413	1.33364453560943	0	0	0
AL355375.1	0	0	0	0	0	0
AL355375.2	0	0	0	0	0	0
AL355376.2	0	0	0	0	0	0
AL355377.1	0.0858913637585094	0.0753824373228007	0.119696404525343	0	0.196206021442051	0.112544914696877
AL355379.1	0	0	0	0	0	0
AL355433.1	0	0	0	0	0	0
AL355472.1	0.474194511046295	0	0.327010953785237	0	0.36754273487095	0
AL355480.1	0	0	0	0	0	0
AL355480.2	0	0	0	0	0	0
