	SRR493366	SRR493367	SRR493368	SRR493369	SRR493370	SRR493371
ABCC6P2	0.605197993824278	0.247133726708866	0.248549186822603	1.14178705474593	0.181972109380843	0
ABCC8	0	0.0216496638873306	0.0544515160804699	0	0.0374652083311023	0.0160853590914141
ABCC9	2.77580352804243	3.41807754835281	2.35369711577012	0.793284429296732	0.87153596553874	0.770789152101419
ABCD1	16.6028398950414	15.2733775031022	18.7503431975305	19.342576573379	17.3988647629943	17.3281274144956
ABCD1P2	0	0	0	0	0	0
ABCD1P3	0	0	0	0	0	0
ABCD1P4	0	0	0	0	0	0
ABCD1P5	0	0	0	0	0	0
ABCD2	0.0210038097110983	0	0	0	0.0159458772964164	0.0136908053772383
ABCD3	29.9337312593982	33.4738983360379	33.4643485712648	30.6762704020747	35.7660720400829	34.4720646929054
ABCD4	14.7797175868149	16.1399276029505	17.6705970193242	19.2301080153984	19.7776316668934	19.5461683466258
ABCE1	74.6681853848976	80.7251687160213	76.2119017086146	41.1007916998162	43.5325272266511	36.5401218132656
ABCF1	86.1765500063339	80.2873643331799	86.8179079624068	93.437432057928	81.1641079870664	89.4071185723083
ABCF2	60.8845052942164	69.8336119604234	66.8395083595913	55.6494609148259	58.7280349255295	55.4757258466248
ABCF2P1	0	0	0	0	0	0
ABCF2P2	0	0	0	0	0	0
ABCF3	44.4811863023378	44.4631455824136	38.4099494960933	50.129938191561	46.9131690403286	40.9780363177445
ABCG1	1.00074461293177	0.649906334878389	0.970696939204492	5.19868378145717	5.30844050085346	5.29232997671049
ABCG2	1.27175131534461	1.5440994671233	1.54102972853005	11.1320298824462	8.30885579099042	11.1140336665139
ABCG4	0.138441665105589	0.140770425479394	0.298270970727028	0.182313474506377	0.300682948813808	0.311430591501659
ABCG5	0.0540555895665992	0	0.0310419406381373	0	0	0
ABCG8	0.0526787665920046	0.186817921631433	0.156836012830405	0.179760038268085	0.251124006484343	0.219525835385624
ABHD1	1.39886922543163	0.485133296963635	1.1177733924624	1.45729530191328	0.295940609537917	0.30063495868809
ABHD10	25.4487126137278	27.8429518518881	30.617420436505	13.9127897081637	14.5202287166975	12.4599230865788
ABHD11	10.4074612752706	15.0396519613104	11.7108533839899	10.0171858202739	11.3305808496318	9.63178595481882
ABHD11-AS1	0.775484459514999	1.75150905058504	0.538197356976829	0.581410147897112	1.04022759328504	0.907465760870565
ABHD12	103.62766093855	109.781269119245	109.866535192503	93.8701984953718	94.6295576323256	94.7592665505326
ABHD12B	2.19058353309152	2.29140642625112	1.95532005650033	3.12637898174348	0.771607855783067	1.6315389266125
ABHD13	6.70773337439598	7.24983115940856	7.26168565409804	14.654816418256	13.7818562243691	14.4229737310234
ABHD14A	8.85136802743867	9.77897586531725	9.32138748789381	15.3092035365919	15.0951668532548	17.1830136863912
ABHD14A-ACY1	5.65492248715865	2.85252451173797	0	1.60924563407824	0.0106882887443367	0.226152900054663
ABHD14B	24.3669991333891	19.8270770912963	21.3171007715577	6.04688923640666	6.05126445773379	5.12111386980458
ABHD15	6.69725610351606	7.09950601721576	6.97712105173202	7.21465837687068	6.6627852100186	8.22706425352456
ABHD16A	23.6315934479297	25.8018974333085	23.0643104501707	41.5438211516764	42.9448494508398	43.6114935058673
ABHD16B	4.2422812809819	5.83880803729345	5.77618338886152	7.82264987690704	7.71236277125858	6.57486589516688
ABHD17A	65.5402369593655	61.0824806630212	63.8519297727693	48.1900398600864	46.861249833978	46.8925258730985
ABHD17AP1	0	0.169615564775804	0.260955367399999	0	0	0.239007541174946
ABHD17AP3	0	0	0	0	0	0
ABHD17AP4	0	0	0.12993198031627	0	0.142108989983989	0
ABHD17AP5	0	0	0	0	0.273834734898963	0.118331763276358
ABHD17AP6	0	0	0	0	0	0
ABHD17AP7	0	0	0	0	0	0
ABHD17AP8	0	0	0	0	0	0
ABHD17AP9	0	0	0	0	0	0.224629792626778
ABHD17B	9.38034549397198	9.79381708259667	10.2916938815048	15.8924756817318	14.3600892461601	14.7707402611463
ABHD17C	14.1903718958793	11.7253353471131	11.579823395551	21.7959059716011	18.1671610458038	20.9137404219733
ABHD18	2.8401360737296	3.18594542642323	3.83694513739081	2.48583210041302	4.59158343803144	2.76930320990239
ABHD2	51.8267062535816	55.3032881130679	48.3617472508692	48.7235060098503	50.9002994130916	49.0239352041351
ABHD3	5.44051067243387	4.84443727461769	4.43027177112456	4.96718155355904	5.57957157732731	4.97740303275147
ABHD4	26.2993884101795	19.4212820413339	19.5628031052502	36.5372901337523	36.1789420595154	33.8335991630438
ABHD5	26.6767241528067	28.7912853471491	32.4335359597642	35.059681851406	38.3048747401963	40.6073419452299
ABHD6	8.01142444764604	7.2351867851365	7.02773644361554	5.88460773993551	6.09982267695529	8.62279552547452
ABHD8	6.63953428648883	7.97146171917454	8.22861474656769	6.63047219867248	6.88212104809874	6.8834728969449
ABI1	41.3123525633688	37.4871603517411	41.7197944166456	41.3304574853803	43.9544679184745	45.8539227215752
ABI1P1	0	0	0	0	0	0
ABI2	45.7039320566354	44.9939204138631	46.8367576463183	53.9166188461716	51.474452901829	51.9433143643085
ABI3	0.493724864106709	0.820349336090722	0.792577950151002	0.112077936482257	0.634299810071182	0.482882248603205
ABI3BP	6.72790707909058	4.37243019181409	5.30357230740327	3.70619049538526	3.73860510046508	3.1080294177652
ABL1	62.953431003326	65.4897072333992	65.8441620841652	54.1265388416195	52.4165457263487	54.4709462692935
ABL2	25.2789685043922	23.9889667693775	20.6260736086124	22.2041879186741	19.8671844573586	19.0871659197488
ABLIM1	9.27814687615138	7.43597505131029	11.6658686172427	1.98310622600192	2.56026947614108	1.9058250109332
ABLIM2	0.0843567204849736	0.242216442156305	0.058780968751416	0.14401357053239	0.0546453242417193	0
ABLIM3	85.6388118211741	86.6004848270064	84.1759175991024	113.107431644452	110.253871002176	108.318388233714
ABO	0.102984158240434	0.0542149751292675	0.0866256182938598	0.0176745675630213	0.0786361756734658	0.0671137813653277
ABR	87.2839741953882	85.3276258161797	88.9148041036891	77.9765430397884	61.46607051667	67.1460717509265
ABRA	0	0.0432580474736349	0.03437500985068	0	0	0
ABRACL	57.8794973681726	63.6706509193725	56.3540283074185	84.2907671676244	68.8013123673017	79.8212484870102
ABRAXAS1	8.83930089819286	9.04093889763889	8.12808064487789	7.39997570212966	9.94088828205989	8.23316758447807
ABRAXAS2	15.1264599374238	15.057995909701	15.8721116425092	10.6965785804439	11.3249658173204	10.7041767056502
ABT1	9.30795493993286	10.1000505368773	10.2971905975722	11.6438170967165	10.4898454063637	11.5291408296397
ABT1P1	0	0	0	0	0	0
ABTB1	8.86183868296389	10.0124421875429	9.02106799186694	12.055925554568	12.1897624115109	13.8762977465571
ABTB2	3.85005906265324	3.02526636655986	3.06308201153909	3.80666907390873	3.66097694108631	4.23278022088746
AC000041.1	0	0	0	0	0	0
AC000077.1	0	0	0	0	0	0
AC000078.1	0.248419875175117	0.218084651560396	0.862235262432356	0.213564674576511	0.76232315466892	0.494546982977843
AC000081.1	0	0	0	0	0	0
AC000089.1	0.202110638217329	0.177761778040269	0	0.173503754826389	0	0
AC000093.1	3.11099926812994	3.6365450227937	1.3478545674975	2.86740754756288	3.65607610438612	1.35312140657171
AC000095.1	0	0	0	0	0	0
AC000095.2	0	0	0	0	0	0
AC000111.1	0	0	0	0	0	0
AC000111.2	0	0	0	0	0	0
AC000120.2	0	7.16270502531183e-05	0.0545836691369486	0	0	3.58142173009298e-05
AC000120.3	1.01011608539504	0	1.04642162732624	0	0.95773562179064	0.918631292440218
AC000362.1	0	0	0	0	0	0
AC000367.1	0.23944331550502	0.420289921099756	0.21078686460885	0.163398389285056	0.182273362118723	0.156798222266714
AC000374.1	0	0	0	0	0	0
AC001226.2	0.547756513147093	0.403750937437337	0.475948165118217	0.24945763174987	0.458740622439231	0.403381372387394
AC002056.1	0.114735092930586	0	0	0	0	0
AC002056.3	0.114735092930586	0	0	0	0	0
AC002059.2	0	0	0	0.0735704789656449	0	0
AC002069.1	0	0	0	0	0	0
AC002069.2	0	0	0	0	0	0
AC002075.1	0	0	0	0.216119131505968	0	0
AC002075.2	0	0	0	7.99552820345239e-05	0	0
AC002076.2	0	0	0	0	0	0
AC002094.3	0	0	0	0	0	0
AC002127.1	0	0	0	0	0	0
AC002310.3	0	0	0	0	0	0
AC002310.4	0	0	0	0	0	0
AC002310.5	0.291329891801444	0	0	0.384843834238645	0.73418383860806	0.858651451049619
AC002366.1	0	0	0	0	0	0
AC002367.1	0	0	0	0	0	0
AC002381.1	0	0	0	0	0	0
AC002400.1	0	0	0	0	0	0
AC002429.1	0	0	0	0	0	0
AC002456.2	0	0	0	0	0	0.407471289741976
AC002472.2	0.484607979298349	1.70147739948459	0.786517773453675	1.38355275697201	0.864010626299481	1.17113096055163
AC002472.3	0.281878509377559	0.294571790822731	0.151643113162014	0	0	0
AC002472.4	0	0	0	0	0	0
AC002486.1	0	0	0	0	0	0
AC002486.2	0	0	0	0	0	0
AC002487.1	0	0	0	0	0	0
AC002504.1	0	0	0	0	0	0
AC002511.3	0	0	0	0	0	0
AC002519.2	0	0	0	0	0	0
AC002524.1	0	0	0	0	0	0
AC002542.1	0	0	0	0	0	0
AC002543.1	0	0	0	0	0	0
AC002545.1	0	0	0	0	0	0
AC002558.1	0.201019269577257	0	0	0	0.461669495884726	0.132930566493826
AC002984.1	0	0	0.314969504215104	0	0	0
AC002985.1	0	0.845303083596491	0.965613728403054	0.373855114274966	0.346313571189007	0.878703130869709
AC002996.1	10.5686525520513	10.8716834739852	11.9031735428311	6.00334682231226	5.72650545238663	11.9271839856535
AC003001.2	0	0	0	0	0	0
AC003002.1	0	0	0	0	0	0.862439336435895
AC003002.2	1.08501246057834	0.667110190694863	1.03144057585154	1.59156715897529	0.85398739014236	0
AC003002.3	0.91662887992775	0.576470390051416	1.01328545519888	1.45468970921794	1.10519647465239	0.923022984596818
AC003005.1	0.566768208710883	0	0	0	0	0
AC003006.1	0	0	0	0	0	0
AC003042.2	0.0917273387811754	0	0.12752471512442	0.314519701469042	0.337042675764591	0.121137863524281
AC003045.1	0	0	0	0	0	0
AC003070.3	0	0	0	0	0	0
AC003070.6	0	0	0	0	0	0
AC003070.7	0	0	0	0	0	0
AC003071.1	0	0	0	0	0	0
AC003071.2	0	0	0	0	0	0
AC003072.1	2.58841919712953	2.7780540902345	3.56490819354507	5.20117612737717	4.98615465609779	8.04239480837627
AC003080.1	0	0.187101702826951	0	0	0	0
AC003669.1	0	0	0	0	0	0
AC003685.2	0	0	0	0	0	0
AC003686.1	0	0	0	0	0	0
AC003688.1	0	0	0	0	0	0
AC003958.1	0	0	0	0	0	0
AC003958.3	0	0.0497638835669004	0	0	0	0
AC003958.4	0	0	0	0	0	0
AC003976.1	0	0	0	0	0	0
AC003989.1	0	0	0	0	0	0
AC003989.2	0	0	0	0	2.97067613174139	0
AC004004.1	0	0	0	0	0	0
AC004006.1	0	0	0	0	0	0
AC004022.1	0	0	0	0	0	0
AC004022.2	0	0	0	0	0	0
AC004024.1	0	0	0	0	0	0
AC004057.1	507.785028704596	538.52540582604	538.676430290999	361.924769524182	371.611539740693	354.014564181118
AC004062.1	0	0	0	0	0	0
AC004066.1	0	0	0	0	0	0
AC004069.2	0	0	0	0	0	0
AC004074.1	0	0	0	0	0	0
AC004076.1	0.480442330421036	0	0	0.232079097894465	0.216262125698521	0.712681638009014
AC004080.3	0	0	0	0	0	0
AC004099.1	0	0	0	0	0	0.156382768702867
AC004129.1	0	0.178463618729085	0.141247448638437	0	0	0
AC004129.2	0	0	0	0.896400856408326	1.60847355725698	0
AC004134.1	0	0	0	0	0	0
AC004217.2	0	0	0	0	0	0
AC004223.1	0	0	0.790723978491809	0	0.911784615365576	0
AC004223.3	0.233766380732652	0	0	0.910905925553998	0	0.0282733030601716
AC004224.1	0	0	0	0	0	0
AC004232.1	0	0.182049077459005	0	0	0	0
AC004233.2	0	0	0	0	0	0
AC004381.2	0	0	0.0765198276759885	0.0938974558866757	0	0.216373045659788
AC004381.3	0	0	0.0793157500955128	0	0	0
AC004383.1	1.00751787189488	0.880367627024693	0.690162649811427	0	0	0.692998355183612
AC004386.1	0	0	0	0.18482175134312	0.16495831075537	0.28501657847604
AC004386.2	0	0	0	0	0	0
AC004453.1	0.53415928092909	0.471028541099111	1.11074400821812	0	0	0.362880482605716
AC004461.1	0	0	0	0	0	0
AC004467.1	0	0	0	0	0	0
AC004486.1	0	1.41589159293782	0	0	0	0
AC004522.1	0	0	0	0	0	0
AC004552.1	0	0	0	0	0.760757289433435	0
AC004554.1	0	0	0	0	0.0747573078595497	0
AC004556.1	44.9927824679414	47.3441362106833	40.7132177854298	34.6442578450722	35.7669474006899	37.5102379919231
AC004584.2	0	0	0.363321237372002	0	0	0.356225159750834
AC004593.3	0	0	0	0	0	0
AC004674.1	0	0	0	0	0	0
AC004675.2	0	0	0	0	0	0
AC004678.1	0.167698699660515	0	0.349888970936133	0.143672590167446	0.128175404300009	0
AC004687.2	0.0543030859893016	0	0	0.022899458539107	0	0.0175986451711033
AC004690.1	0	0	0	0	0	0
AC004691.2	0	0	0	0	0	0
AC004692.1	0	0	0.343932513661093	0	0	0
AC004696.1	9.30827221521237	13.0271249816252	10.6925802433968	22.2977855023552	24.3260238795428	21.5030795784819
AC004706.2	0	0	0	0	0	0
AC004754.1	0.197284804155356	0.190337098580464	0	0.358492120722766	0.646356376503731	0.154067972331378
AC004790.1	0	0	0	0	0	0
AC004801.1	0	0	0	0	0	0
AC004801.2	1.05318550624211	0.366803353181369	0.435491790756652	0.923122957496452	0.159990336334049	1.44906693548772
AC004805.1	0	0	0	0.0758108053168969	0	0
AC004805.2	0	0	0	0	0	0
AC004805.3	0.874936200614968	0	0	0	0	0
AC004812.1	0	0	0	0	0	0
AC004825.1	0	0	0	0	0	0
AC004832.2	0	0	0	0	0.314209961226349	0
AC004832.3	3.15687404802714	1.60727411410158	2.08956383392494	1.48714063162047	2.83254104807444	0
AC004835.2	0	0	0	0	0	0
AC004837.1	0	0.309722820911963	0	0	0	0
AC004840.1	0	0	0	0	0	0
AC004840.2	0	0	0	0	0	0
AC004852.1	0	0	0	0	0	0
AC004852.3	0	0	0	0	0	0
AC004852.5	0	0	0	0	0	0
AC004852.6	0	0	0	0	0	0
AC004853.1	0	0	0	0	0	0
AC004853.2	0	0	0	0	0	0
AC004854.1	0	0	0	0	0	0
AC004858.1	0	1.2954665799806	0	0	0	0
AC004865.1	0	0	0	0	0	0
AC004866.1	0	0	0	0	0	0
AC004866.2	0	0	0	0	0	0
AC004870.1	0	0	0	0	0	0
AC004884.1	0	0	1.13666764731734	0	0	0
AC004890.1	3.09448396505025	0	0	0	2.49109737216813	0
AC004890.2	1.10876026703037	1.23824304091604	1.67030048168147	1.8259895860814	2.23543959253927	1.40755589698287
AC004890.3	0	0.120810675123019	0.0957917917921105	0	0.105056074232287	0
AC004893.1	0.104134116573119	0.0913959532056266	0.0725289084367207	0	0.0794875521533393	0.0683225903663677
AC004893.2	0	0	0	0	0	0
AC004898.1	0	0	0	0.192933634573837	0	0
AC004899.1	0	0	0	0	0	0
AC004910.1	0.209211746450342	0.366788315577026	0.145672459937198	0.357886019678863	0.15953576001615	0
AC004911.1	0	0	0	0	0.138851822244878	0
AC004922.1	2.57045532455139	4.71859718462656	5.66720104062126	4.37095160395013	2.66762344824033	3.1254377460999
AC004923.1	0	0	0	0.180213290942712	0.16078853570204	0
AC004923.2	0	0	0	0	0	0
AC004923.3	0	0	0	0	0	0
AC004938.1	0	0	0	0	0	0
AC004941.2	0	0	0	0	0	0
AC004945.1	0	0	0.108921936560538	0	0.119612587831177	0
AC004951.2	0.695662694705843	0.638950397285227	1.47023806107294	1.67440790528123	0.89735090038599	1.87517022778497
AC004951.3	0.267517165534646	0.709693612152883	0.468377293515424	0.823482798194316	0.833141680374051	0.698182741256753
AC004965.1	0	0	0	1.61358644757085	0	0
AC004967.1	10.5176238169681	4.41251965192045	6.63718606508595	4.7822203831343	4.98910351771105	8.63247057431179
AC004975.1	4.27973217645239	0	1.47480902502401	0	0	2.99344738288875
AC004980.1	1.56117481351577	2.86987215988788	1.62332446471701	1.93589438639706	2.82627629652815	2.35824125478719
AC004980.2	0.202334692231583	0.176812629349011	0.140143192289365	0.356933247030733	0.153286809829304	0
AC004980.3	0	0	0	0	0	0
AC004980.4	0	0	0	2.03960551930813	0	0
AC004980.5	1.56117481351577	2.86987215988788	1.62332446471701	1.93589438639706	2.82627629652815	2.35824125478719
AC004980.6	0.202334692231583	0.176812629349011	0.140143192289365	0.356933247030733	0.153286809829304	0
AC004986.1	0	0	0	0	0	0
AC004987.1	0	0	0	0	0	0
AC004987.2	0.318734386028618	0	0	0	0	0
AC004987.3	0	0	0	0	0	0
AC004987.4	0	0	0	0	0	0
AC004997.1	2.68384291831554	1.75264399179335	2.15360462697083	3.14838397370495	1.7398941881043	3.53465271920219
AC005000.1	0	0	0.811745489377887	0	0	0
AC005000.2	0	0	0.600155197912319	0	0	0
AC005002.1	0	0	0	0	0	0
AC005002.2	0	0	0	0	0	0
AC005005.1	0	0	0	0	0	0
AC005005.2	0	0	0	0	0	0
AC005008.1	0	0	0	0	0	0
AC005011.1	0	0	0	0	0	0
AC005014.1	0.136442062255246	0	0	0	0	0
AC005019.1	0	0	0.335241364652884	0	0	0
AC005020.1	0	0.626195772973986	0	0.308073365923571	0	0
AC005020.2	0	0	0	0	0	0
AC005033.1	0	0	0	0	0	0
AC005034.1	0	0	0	0	0	0
AC005040.1	0	0	0	0	0	0
AC005041.1	0.0896617288507982	0.178864844198771	0.0303757867921419	0.0678199906989005	0.218138152252442	0.137512155836487
AC005041.2	0	0	0	0	0	0
AC005042.1	0	0	0.140356442296323	0	0.154617387912008	0.133547377322433
AC005042.3	0	0	0	0	0	0
AC005066.1	0	0	0	0	0	0
AC005070.1	0	0	0	0	0	0
AC005070.2	0	0	0	0	0	0
AC005077.1	0	0	0	0	0	0
AC005077.2	0	0	0.170507715724463	0	0	0
AC005077.3	0	0	0	0	0	0
AC005077.4	0.153300816101039	0.0336333865838305	0.10693624214021	0.228538977187603	0.145595896802346	0.150091793904619
AC005084.1	0	0	0	0	0	0
AC005086.2	0	1.49365950932538	0	0	0	0
AC005086.3	0	2.64797650688565	0	0	0	1.41467862464023
AC005086.4	2.03253646872844	0	3.94288249096611	5.4077829947526	0	0
AC005088.1	0	0	0	0	0	0
AC005094.1	0	0	0	0	0	0
AC005099.1	0	1.26912407330719	0.200448743052598	0	0.444768078383782	0.192449341887961
AC005102.1	0	0	0.285459687422405	0	0.317271539150826	0
AC005104.2	0	0	0	0	0	0
AC005105.1	0	0	0.142149839769855	0	0	0
AC005154.1	0	0	0	0.524507576268731	0	0
AC005154.2	0.10634235349241	0.282528414261351	0.219125977936754	0.554386864578348	0.080945834567246	0.491899892641794
AC005154.5	2.28082043411699	0.455647701922925	1.07789554270948	1.22952733233965	1.6966006957834	0.697435924773809
AC005156.1	0	0	0	0	0	0
AC005165.2	0	0	0.413077170160957	0	0	0.407471289741976
AC005176.1	0.0796951958651117	0	0	0	0	0
AC005176.2	0	0	0	0	0	0
AC005178.1	0	0	0	0	0	0
AC005181.1	0	0	0	0	0	0
AC005183.1	0	0	0	0	0	0.0230409095598144
AC005183.2	0	0	0	0	0	0.0230409095598144
AC005185.1	0	0	0	0	0	0
AC005189.1	0	0	0	0	0	0
AC005191.1	0	0	0	0	0	0
AC005229.1	0	0	0	0	0	0
AC005229.2	0	0	0	0	0	0
AC005229.3	0	0	0	0	0	0
AC005230.1	0	0	0	0	0.816206027111815	0
AC005237.2	0	0	0	0	0	0
AC005244.1	0.735391356706767	0	0.506327281170294	0	0	0
AC005252.1	0	0	0	0	0	0
AC005255.1	0	0	0	0	0	0
AC005258.1	0	0.645363207625975	0	0	0	0
AC005261.4	0	0	0	0	0	0
AC005262.1	0	0	0	0	0	0
AC005294.1	0	0	0	0	0	0
AC005296.1	0	0	0	0	0	0
AC005297.1	0	0	0	0	0	0
AC005297.2	0	0	0	0	0	0
AC005297.3	0	0	0	0	0	0
AC005300.1	0	0	0	0	0	0
AC005324.3	0.0964811677135357	0	0.0458098671261207	0	0.0319575029052776	0
AC005324.4	0.379959471589433	0.415041140036246	0.183237433227374	0	0.293324006228457	0
AC005324.6	0	0	0	0	0	0
AC005326.1	0	0	0	0	0	0
AC005336.1	0	0	0	0	0	0
AC005336.2	0	0	0	0	0	0
AC005341.1	0	0	0	0	0	0
AC005345.1	0	0	0	0	0	0
AC005351.1	0.20655659658124	0	0	0	0	0
AC005357.1	0	0	0	0	0	0
AC005357.2	0	0	0	0	0	0
AC005363.1	0	0	0.176901359631872	1.05298736675254	0	1.27737369396186
AC005377.1	0	0	0	0.384101506585727	0	0
AC005410.1	0	0	0	0	0	0
AC005412.1	0	0	0	0	0	0
AC005476.1	0.559563203869783	0	0	0	0	0
AC005480.2	0	0	0	0	0	0
AC005518.2	0	0	0	0	0	0
